name,region,date,value
Количество заявок на ипотечные кредиты,Красноярский край,2016-03-15,2453
Количество заявок на ипотечные кредиты,Красноярский край,2016-04-15,2530
Количество заявок на ипотечные кредиты,Красноярский край,2016-05-15,2214
Количество заявок на ипотечные кредиты,Красноярский край,2016-06-15,2267
Количество заявок на ипотечные кредиты,Красноярский край,2016-07-15,2233
Количество заявок на ипотечные кредиты,Красноярский край,2016-08-15,2503
Количество заявок на ипотечные кредиты,Красноярский край,2016-09-15,2229
Количество заявок на ипотечные кредиты,Красноярский край,2016-10-15,2185
Количество заявок на ипотечные кредиты,Красноярский край,2016-11-15,2345
Количество заявок на ипотечные кредиты,Красноярский край,2016-12-15,2373
Количество заявок на ипотечные кредиты,Красноярский край,2017-01-15,2069
Количество заявок на ипотечные кредиты,Красноярский край,2017-02-15,2280
Количество заявок на ипотечные кредиты,Красноярский край,2017-03-15,3037
Количество заявок на ипотечные кредиты,Красноярский край,2017-04-15,2719
Количество заявок на ипотечные кредиты,Красноярский край,2017-05-15,2768
Количество заявок на ипотечные кредиты,Красноярский край,2017-06-15,2522
Количество заявок на ипотечные кредиты,Красноярский край,2017-07-15,2568
Количество заявок на ипотечные кредиты,Красноярский край,2017-08-15,3918
Количество заявок на ипотечные кредиты,Красноярский край,2017-09-15,3791
Количество заявок на ипотечные кредиты,Красноярский край,2017-10-15,4415
Количество заявок на ипотечные кредиты,Красноярский край,2017-11-15,4060
Количество заявок на ипотечные кредиты,Красноярский край,2017-12-15,2952
Количество заявок на ипотечные кредиты,Курганская область,2013-01-15,115
Количество заявок на ипотечные кредиты,Курганская область,2013-02-15,167
Количество заявок на ипотечные кредиты,Курганская область,2013-03-15,205
Количество заявок на ипотечные кредиты,Курганская область,2013-04-15,238
Количество заявок на ипотечные кредиты,Курганская область,2013-05-15,238
Количество заявок на ипотечные кредиты,Курганская область,2013-06-15,237
Количество заявок на ипотечные кредиты,Курганская область,2013-07-15,331
Количество заявок на ипотечные кредиты,Курганская область,2013-08-15,358
Количество заявок на ипотечные кредиты,Курганская область,2013-09-15,274
Количество заявок на ипотечные кредиты,Курганская область,2013-10-15,333
Количество заявок на ипотечные кредиты,Курганская область,2013-11-15,255
Количество заявок на ипотечные кредиты,Курганская область,2013-12-15,314
Количество заявок на ипотечные кредиты,Курганская область,2014-01-15,323
Количество заявок на ипотечные кредиты,Курганская область,2014-02-15,417
Количество заявок на ипотечные кредиты,Курганская область,2014-03-15,489
Количество заявок на ипотечные кредиты,Курганская область,2014-04-15,575
Количество заявок на ипотечные кредиты,Курганская область,2014-05-15,476
Количество заявок на ипотечные кредиты,Курганская область,2014-06-15,518
Количество заявок на ипотечные кредиты,Курганская область,2014-07-15,498
Количество заявок на ипотечные кредиты,Курганская область,2014-08-15,481
Количество заявок на ипотечные кредиты,Курганская область,2014-09-15,507
Количество заявок на ипотечные кредиты,Курганская область,2014-10-15,513
Количество заявок на ипотечные кредиты,Курганская область,2014-11-15,495
Количество заявок на ипотечные кредиты,Курганская область,2014-12-15,689
Количество заявок на ипотечные кредиты,Курганская область,2015-01-15,196
Количество заявок на ипотечные кредиты,Курганская область,2015-02-15,252
Количество заявок на ипотечные кредиты,Курганская область,2015-03-15,331
Количество заявок на ипотечные кредиты,Курганская область,2015-04-15,404
Количество заявок на ипотечные кредиты,Курганская область,2015-05-15,398
Количество заявок на ипотечные кредиты,Курганская область,2015-06-15,381
Количество заявок на ипотечные кредиты,Курганская область,2015-07-15,457
Количество заявок на ипотечные кредиты,Курганская область,2015-08-15,447
Количество заявок на ипотечные кредиты,Курганская область,2015-09-15,443
Количество заявок на ипотечные кредиты,Курганская область,2015-10-15,458
Количество заявок на ипотечные кредиты,Курганская область,2015-11-15,480
Количество заявок на ипотечные кредиты,Курганская область,2015-12-15,452
Количество заявок на ипотечные кредиты,Курганская область,2016-01-15,379
Количество заявок на ипотечные кредиты,Курганская область,2016-02-15,544
Количество заявок на ипотечные кредиты,Курганская область,2016-03-15,484
Количество заявок на ипотечные кредиты,Курганская область,2016-04-15,500
Количество заявок на ипотечные кредиты,Курганская область,2016-05-15,413
Количество заявок на ипотечные кредиты,Курганская область,2016-06-15,473
Количество заявок на ипотечные кредиты,Курганская область,2016-07-15,445
Количество заявок на ипотечные кредиты,Курганская область,2016-08-15,462
Количество заявок на ипотечные кредиты,Курганская область,2016-09-15,406
Количество заявок на ипотечные кредиты,Курганская область,2016-10-15,370
Количество заявок на ипотечные кредиты,Курганская область,2016-11-15,392
Количество заявок на ипотечные кредиты,Курганская область,2016-12-15,399
Количество заявок на ипотечные кредиты,Курганская область,2017-01-15,375
Количество заявок на ипотечные кредиты,Курганская область,2017-02-15,450
Количество заявок на ипотечные кредиты,Курганская область,2017-03-15,545
Количество заявок на ипотечные кредиты,Курганская область,2017-04-15,481
Количество заявок на ипотечные кредиты,Курганская область,2017-05-15,458
Количество заявок на ипотечные кредиты,Курганская область,2017-06-15,505
Количество заявок на ипотечные кредиты,Курганская область,2017-07-15,496
Количество заявок на ипотечные кредиты,Курганская область,2017-08-15,620
Количество заявок на ипотечные кредиты,Курганская область,2017-09-15,557
Количество заявок на ипотечные кредиты,Курганская область,2017-10-15,573
Количество заявок на ипотечные кредиты,Курганская область,2017-11-15,611
Количество заявок на ипотечные кредиты,Курганская область,2017-12-15,415
Количество заявок на ипотечные кредиты,Курская область,2013-01-15,378
Количество заявок на ипотечные кредиты,Курская область,2013-02-15,421
Количество заявок на ипотечные кредиты,Курская область,2013-03-15,535
Количество заявок на ипотечные кредиты,Курская область,2013-04-15,559
Количество заявок на ипотечные кредиты,Курская область,2013-05-15,513
Количество заявок на ипотечные кредиты,Курская область,2013-06-15,486
Количество заявок на ипотечные кредиты,Курская область,2013-07-15,638
Количество заявок на ипотечные кредиты,Курская область,2013-08-15,743
Количество заявок на ипотечные кредиты,Курская область,2013-09-15,636
Количество заявок на ипотечные кредиты,Курская область,2013-10-15,719
Количество заявок на ипотечные кредиты,Курская область,2013-11-15,697
Количество заявок на ипотечные кредиты,Курская область,2013-12-15,660
Количество заявок на ипотечные кредиты,Курская область,2014-01-15,549
Количество заявок на ипотечные кредиты,Курская область,2014-02-15,756
Количество заявок на ипотечные кредиты,Курская область,2014-03-15,706
Количество заявок на ипотечные кредиты,Курская область,2014-04-15,798
Количество заявок на ипотечные кредиты,Курская область,2014-05-15,652
Количество заявок на ипотечные кредиты,Курская область,2014-06-15,758
Количество заявок на ипотечные кредиты,Курская область,2014-07-15,771
Количество заявок на ипотечные кредиты,Курская область,2014-08-15,705
Количество заявок на ипотечные кредиты,Курская область,2014-09-15,750
Количество заявок на ипотечные кредиты,Курская область,2014-10-15,851
Количество заявок на ипотечные кредиты,Курская область,2014-11-15,851
Количество заявок на ипотечные кредиты,Курская область,2014-12-15,1041
Количество заявок на ипотечные кредиты,Курская область,2015-01-15,239
Количество заявок на ипотечные кредиты,Курская область,2015-02-15,309
Количество заявок на ипотечные кредиты,Курская область,2015-03-15,389
Количество заявок на ипотечные кредиты,Курская область,2015-04-15,520
Количество заявок на ипотечные кредиты,Курская область,2015-05-15,509
Количество заявок на ипотечные кредиты,Курская область,2015-06-15,611
Количество заявок на ипотечные кредиты,Курская область,2015-07-15,782
Количество заявок на ипотечные кредиты,Курская область,2015-08-15,682
Количество заявок на ипотечные кредиты,Курская область,2015-09-15,668
Количество заявок на ипотечные кредиты,Курская область,2015-10-15,626
Количество заявок на ипотечные кредиты,Курская область,2015-11-15,679
Количество заявок на ипотечные кредиты,Курская область,2015-12-15,786
Количество заявок на ипотечные кредиты,Курская область,2016-01-15,529
Количество заявок на ипотечные кредиты,Курская область,2016-02-15,814
Количество заявок на ипотечные кредиты,Курская область,2016-03-15,732
Количество заявок на ипотечные кредиты,Курская область,2016-04-15,719
Количество заявок на ипотечные кредиты,Курская область,2016-05-15,639
Количество заявок на ипотечные кредиты,Курская область,2016-06-15,704
Количество заявок на ипотечные кредиты,Курская область,2016-07-15,645
Количество заявок на ипотечные кредиты,Курская область,2016-08-15,833
Количество заявок на ипотечные кредиты,Курская область,2016-09-15,741
Количество заявок на ипотечные кредиты,Курская область,2016-10-15,784
Количество заявок на ипотечные кредиты,Курская область,2016-11-15,800
Количество заявок на ипотечные кредиты,Курская область,2016-12-15,732
Количество заявок на ипотечные кредиты,Курская область,2017-01-15,611
Количество заявок на ипотечные кредиты,Курская область,2017-02-15,623
Количество заявок на ипотечные кредиты,Курская область,2017-03-15,855
Количество заявок на ипотечные кредиты,Курская область,2017-04-15,843
Количество заявок на ипотечные кредиты,Курская область,2017-05-15,749
Количество заявок на ипотечные кредиты,Курская область,2017-06-15,709
Количество заявок на ипотечные кредиты,Курская область,2017-07-15,744
Количество заявок на ипотечные кредиты,Курская область,2017-08-15,963
Количество заявок на ипотечные кредиты,Курская область,2017-09-15,965
Количество заявок на ипотечные кредиты,Курская область,2017-10-15,1090
Количество заявок на ипотечные кредиты,Курская область,2017-11-15,1106
Количество заявок на ипотечные кредиты,Курская область,2017-12-15,773
Количество заявок на ипотечные кредиты,Ленинградская область,2013-01-15,295
Количество заявок на ипотечные кредиты,Ленинградская область,2013-02-15,373
Количество заявок на ипотечные кредиты,Ленинградская область,2013-03-15,414
Количество заявок на ипотечные кредиты,Ленинградская область,2013-04-15,558
Количество заявок на ипотечные кредиты,Ленинградская область,2013-05-15,377
Количество заявок на ипотечные кредиты,Ленинградская область,2013-06-15,458
Количество заявок на ипотечные кредиты,Ленинградская область,2013-07-15,531
Количество заявок на ипотечные кредиты,Ленинградская область,2013-08-15,680
Количество заявок на ипотечные кредиты,Ленинградская область,2013-09-15,510
Количество заявок на ипотечные кредиты,Ленинградская область,2013-10-15,660
Количество заявок на ипотечные кредиты,Ленинградская область,2013-11-15,574
Количество заявок на ипотечные кредиты,Ленинградская область,2013-12-15,602
Количество заявок на ипотечные кредиты,Ленинградская область,2014-01-15,464
Количество заявок на ипотечные кредиты,Ленинградская область,2014-02-15,630
Количество заявок на ипотечные кредиты,Ленинградская область,2014-03-15,667
Количество заявок на ипотечные кредиты,Ленинградская область,2014-04-15,697
Количество заявок на ипотечные кредиты,Ленинградская область,2014-05-15,558
Количество заявок на ипотечные кредиты,Ленинградская область,2014-06-15,600
Количество заявок на ипотечные кредиты,Ленинградская область,2014-07-15,645
Количество заявок на ипотечные кредиты,Ленинградская область,2014-08-15,655
Количество заявок на ипотечные кредиты,Ленинградская область,2014-09-15,660
Количество заявок на ипотечные кредиты,Ленинградская область,2014-10-15,738
Количество заявок на ипотечные кредиты,Ленинградская область,2014-11-15,742
Количество заявок на ипотечные кредиты,Ленинградская область,2014-12-15,986
Количество заявок на ипотечные кредиты,Ленинградская область,2015-01-15,279
Количество заявок на ипотечные кредиты,Ленинградская область,2015-02-15,333
Количество заявок на ипотечные кредиты,Ленинградская область,2015-03-15,414
Количество заявок на ипотечные кредиты,Ленинградская область,2015-04-15,696
Количество заявок на ипотечные кредиты,Ленинградская область,2015-05-15,517
Количество заявок на ипотечные кредиты,Ленинградская область,2015-06-15,647
Количество заявок на ипотечные кредиты,Ленинградская область,2015-07-15,606
Количество заявок на ипотечные кредиты,Ленинградская область,2015-08-15,609
Количество заявок на ипотечные кредиты,Ленинградская область,2015-09-15,660
Количество заявок на ипотечные кредиты,Ленинградская область,2015-10-15,610
Количество заявок на ипотечные кредиты,Ленинградская область,2015-11-15,554
Количество заявок на ипотечные кредиты,Ленинградская область,2015-12-15,579
Количество заявок на ипотечные кредиты,Ленинградская область,2016-01-15,424
Количество заявок на ипотечные кредиты,Ленинградская область,2016-02-15,700
Количество заявок на ипотечные кредиты,Ленинградская область,2016-03-15,765
Количество заявок на ипотечные кредиты,Ленинградская область,2016-04-15,756
Количество заявок на ипотечные кредиты,Ленинградская область,2016-05-15,653
Количество заявок на ипотечные кредиты,Ленинградская область,2016-06-15,680
Количество заявок на ипотечные кредиты,Ленинградская область,2016-07-15,610
Количество заявок на ипотечные кредиты,Ленинградская область,2016-08-15,673
Количество заявок на ипотечные кредиты,Ленинградская область,2016-09-15,618
Количество заявок на ипотечные кредиты,Ленинградская область,2016-10-15,775
Количество заявок на ипотечные кредиты,Ленинградская область,2016-11-15,744
Количество заявок на ипотечные кредиты,Ленинградская область,2016-12-15,743
Количество заявок на ипотечные кредиты,Ленинградская область,2017-01-15,501
Количество заявок на ипотечные кредиты,Ленинградская область,2017-02-15,662
Количество заявок на ипотечные кредиты,Ленинградская область,2017-03-15,835
Количество заявок на ипотечные кредиты,Ленинградская область,2017-04-15,714
Количество заявок на ипотечные кредиты,Ленинградская область,2017-05-15,636
Количество заявок на ипотечные кредиты,Ленинградская область,2017-06-15,594
Количество заявок на ипотечные кредиты,Ленинградская область,2017-07-15,603
Количество заявок на ипотечные кредиты,Ленинградская область,2017-08-15,781
Количество заявок на ипотечные кредиты,Ленинградская область,2017-09-15,912
Количество заявок на ипотечные кредиты,Ленинградская область,2017-10-15,1088
Количество заявок на ипотечные кредиты,Ленинградская область,2017-11-15,1035
Количество заявок на ипотечные кредиты,Ленинградская область,2017-12-15,699
Количество заявок на ипотечные кредиты,Липецкая область,2013-01-15,229
Количество заявок на ипотечные кредиты,Липецкая область,2013-02-15,346
Количество заявок на ипотечные кредиты,Липецкая область,2013-03-15,448
Количество заявок на ипотечные кредиты,Липецкая область,2013-04-15,516
Количество заявок на ипотечные кредиты,Липецкая область,2013-05-15,410
Количество заявок на ипотечные кредиты,Липецкая область,2013-06-15,518
Количество заявок на ипотечные кредиты,Липецкая область,2013-07-15,625
Количество заявок на ипотечные кредиты,Липецкая область,2013-08-15,754
Количество заявок на ипотечные кредиты,Липецкая область,2013-09-15,574
Количество заявок на ипотечные кредиты,Липецкая область,2013-10-15,640
Количество заявок на ипотечные кредиты,Липецкая область,2013-11-15,658
Количество заявок на ипотечные кредиты,Липецкая область,2013-12-15,666
Количество заявок на ипотечные кредиты,Липецкая область,2014-01-15,554
Количество заявок на ипотечные кредиты,Липецкая область,2014-02-15,754
Количество заявок на ипотечные кредиты,Липецкая область,2014-03-15,753
Количество заявок на ипотечные кредиты,Липецкая область,2014-04-15,900
Количество заявок на ипотечные кредиты,Липецкая область,2014-05-15,785
Количество заявок на ипотечные кредиты,Липецкая область,2014-06-15,825
Количество заявок на ипотечные кредиты,Липецкая область,2014-07-15,862
Количество заявок на ипотечные кредиты,Липецкая область,2014-08-15,749
Количество заявок на ипотечные кредиты,Липецкая область,2014-09-15,794
Количество заявок на ипотечные кредиты,Липецкая область,2014-10-15,948
Количество заявок на ипотечные кредиты,Липецкая область,2014-11-15,905
Количество заявок на ипотечные кредиты,Липецкая область,2014-12-15,1239
Количество заявок на ипотечные кредиты,Липецкая область,2015-01-15,283
Количество заявок на ипотечные кредиты,Липецкая область,2015-02-15,332
Количество заявок на ипотечные кредиты,Липецкая область,2015-03-15,459
Количество заявок на ипотечные кредиты,Липецкая область,2015-04-15,623
Количество заявок на ипотечные кредиты,Липецкая область,2015-05-15,584
Количество заявок на ипотечные кредиты,Липецкая область,2015-06-15,646
Количество заявок на ипотечные кредиты,Липецкая область,2015-07-15,734
Количество заявок на ипотечные кредиты,Липецкая область,2015-08-15,678
Количество заявок на ипотечные кредиты,Липецкая область,2015-09-15,722
Количество заявок на ипотечные кредиты,Липецкая область,2015-10-15,774
Количество заявок на ипотечные кредиты,Липецкая область,2015-11-15,776
Количество заявок на ипотечные кредиты,Липецкая область,2015-12-15,766
Количество заявок на ипотечные кредиты,Липецкая область,2016-01-15,571
Количество заявок на ипотечные кредиты,Липецкая область,2016-02-15,951
Количество заявок на ипотечные кредиты,Липецкая область,2016-03-15,788
Количество заявок на ипотечные кредиты,Липецкая область,2016-04-15,725
Количество заявок на ипотечные кредиты,Липецкая область,2016-05-15,624
Количество заявок на ипотечные кредиты,Липецкая область,2016-06-15,766
Количество заявок на ипотечные кредиты,Липецкая область,2016-07-15,807
Количество заявок на ипотечные кредиты,Липецкая область,2016-08-15,811
Количество заявок на ипотечные кредиты,Липецкая область,2016-09-15,818
Количество заявок на ипотечные кредиты,Липецкая область,2016-10-15,859
Количество заявок на ипотечные кредиты,Липецкая область,2016-11-15,843
Количество заявок на ипотечные кредиты,Липецкая область,2016-12-15,760
Количество заявок на ипотечные кредиты,Липецкая область,2017-01-15,634
Количество заявок на ипотечные кредиты,Липецкая область,2017-02-15,651
Количество заявок на ипотечные кредиты,Липецкая область,2017-03-15,867
Количество заявок на ипотечные кредиты,Липецкая область,2017-04-15,792
Количество заявок на ипотечные кредиты,Липецкая область,2017-05-15,777
Количество заявок на ипотечные кредиты,Липецкая область,2017-06-15,732
Количество заявок на ипотечные кредиты,Липецкая область,2017-07-15,710
Количество заявок на ипотечные кредиты,Липецкая область,2017-08-15,958
Количество заявок на ипотечные кредиты,Липецкая область,2017-09-15,955
Количество заявок на ипотечные кредиты,Липецкая область,2017-10-15,1047
Количество заявок на ипотечные кредиты,Липецкая область,2017-11-15,963
Количество заявок на ипотечные кредиты,Липецкая область,2017-12-15,714
Количество заявок на ипотечные кредиты,Магаданская область,2013-01-15,68
Количество заявок на ипотечные кредиты,Магаданская область,2013-02-15,68
Количество заявок на ипотечные кредиты,Магаданская область,2013-03-15,88
Количество заявок на ипотечные кредиты,Магаданская область,2013-04-15,92
Количество заявок на ипотечные кредиты,Магаданская область,2013-05-15,75
Количество заявок на ипотечные кредиты,Магаданская область,2013-06-15,74
Количество заявок на ипотечные кредиты,Магаданская область,2013-07-15,83
Количество заявок на ипотечные кредиты,Магаданская область,2013-08-15,95
Количество заявок на ипотечные кредиты,Магаданская область,2013-09-15,96
Количество заявок на ипотечные кредиты,Магаданская область,2013-10-15,91
Количество заявок на ипотечные кредиты,Магаданская область,2013-11-15,96
Количество заявок на ипотечные кредиты,Магаданская область,2013-12-15,85
Количество заявок на ипотечные кредиты,Магаданская область,2014-01-15,88
Количество заявок на ипотечные кредиты,Магаданская область,2014-02-15,91
Количество заявок на ипотечные кредиты,Магаданская область,2014-03-15,93
Количество заявок на ипотечные кредиты,Магаданская область,2014-04-15,140
Количество заявок на ипотечные кредиты,Магаданская область,2014-05-15,118
Количество заявок на ипотечные кредиты,Магаданская область,2014-06-15,147
Количество заявок на ипотечные кредиты,Магаданская область,2014-07-15,123
Количество заявок на ипотечные кредиты,Магаданская область,2014-08-15,105
Количество заявок на ипотечные кредиты,Магаданская область,2014-09-15,131
Количество заявок на ипотечные кредиты,Магаданская область,2014-10-15,126
Количество заявок на ипотечные кредиты,Магаданская область,2014-11-15,157
Количество заявок на ипотечные кредиты,Магаданская область,2014-12-15,182
Количество заявок на ипотечные кредиты,Магаданская область,2015-01-15,50
Количество заявок на ипотечные кредиты,Магаданская область,2015-02-15,51
Количество заявок на ипотечные кредиты,Магаданская область,2015-03-15,64
Количество заявок на ипотечные кредиты,Магаданская область,2015-04-15,94
Количество заявок на ипотечные кредиты,Магаданская область,2015-05-15,73
Количество заявок на ипотечные кредиты,Магаданская область,2015-06-15,60
Количество заявок на ипотечные кредиты,Магаданская область,2015-07-15,100
Количество заявок на ипотечные кредиты,Магаданская область,2015-08-15,102
Количество заявок на ипотечные кредиты,Магаданская область,2015-09-15,131
Количество заявок на ипотечные кредиты,Магаданская область,2015-10-15,132
Количество заявок на ипотечные кредиты,Магаданская область,2015-11-15,110
Количество заявок на ипотечные кредиты,Магаданская область,2015-12-15,149
Количество заявок на ипотечные кредиты,Магаданская область,2016-01-15,105
Количество заявок на ипотечные кредиты,Магаданская область,2016-02-15,112
Количество заявок на ипотечные кредиты,Магаданская область,2016-03-15,93
Количество заявок на ипотечные кредиты,Магаданская область,2016-04-15,87
Количество заявок на ипотечные кредиты,Магаданская область,2016-05-15,78
Количество заявок на ипотечные кредиты,Магаданская область,2016-06-15,87
Количество заявок на ипотечные кредиты,Магаданская область,2016-07-15,86
Количество заявок на ипотечные кредиты,Магаданская область,2016-08-15,112
Количество заявок на ипотечные кредиты,Магаданская область,2016-09-15,117
Количество заявок на ипотечные кредиты,Магаданская область,2016-10-15,135
Количество заявок на ипотечные кредиты,Магаданская область,2016-11-15,130
Количество заявок на ипотечные кредиты,Магаданская область,2016-12-15,122
Количество заявок на ипотечные кредиты,Магаданская область,2017-01-15,103
Количество заявок на ипотечные кредиты,Магаданская область,2017-02-15,93
Количество заявок на ипотечные кредиты,Магаданская область,2017-03-15,128
Количество заявок на ипотечные кредиты,Магаданская область,2017-04-15,108
Количество заявок на ипотечные кредиты,Магаданская область,2017-05-15,115
Количество заявок на ипотечные кредиты,Магаданская область,2017-06-15,103
Количество заявок на ипотечные кредиты,Магаданская область,2017-07-15,131
Количество заявок на ипотечные кредиты,Магаданская область,2017-08-15,168
Количество заявок на ипотечные кредиты,Магаданская область,2017-09-15,188
Количество заявок на ипотечные кредиты,Магаданская область,2017-10-15,192
Количество заявок на ипотечные кредиты,Магаданская область,2017-11-15,212
Количество заявок на ипотечные кредиты,Магаданская область,2017-12-15,180
Количество заявок на ипотечные кредиты,Москва,2013-01-15,2672
Количество заявок на ипотечные кредиты,Москва,2013-02-15,3164
Количество заявок на ипотечные кредиты,Москва,2013-03-15,5972
Количество заявок на ипотечные кредиты,Москва,2013-04-15,6634
Количество заявок на ипотечные кредиты,Москва,2013-05-15,5748
Количество заявок на ипотечные кредиты,Москва,2013-06-15,5544
Количество заявок на ипотечные кредиты,Москва,2013-07-15,6946
Количество заявок на ипотечные кредиты,Москва,2013-08-15,7753
Количество заявок на ипотечные кредиты,Москва,2013-09-15,6132
Количество заявок на ипотечные кредиты,Москва,2013-10-15,6742
Количество заявок на ипотечные кредиты,Москва,2013-11-15,6311
Количество заявок на ипотечные кредиты,Москва,2013-12-15,6695
Количество заявок на ипотечные кредиты,Москва,2014-01-15,5837
Количество заявок на ипотечные кредиты,Москва,2014-02-15,8331
Количество заявок на ипотечные кредиты,Москва,2014-03-15,8548
Количество заявок на ипотечные кредиты,Москва,2014-04-15,9603
Количество заявок на ипотечные кредиты,Москва,2014-05-15,7906
Количество заявок на ипотечные кредиты,Москва,2014-06-15,10778
Количество заявок на ипотечные кредиты,Москва,2014-07-15,8347
Количество заявок на ипотечные кредиты,Москва,2014-08-15,8031
Количество заявок на ипотечные кредиты,Москва,2014-09-15,9875
Количество заявок на ипотечные кредиты,Москва,2014-10-15,9784
Количество заявок на ипотечные кредиты,Москва,2014-11-15,9509
Количество заявок на ипотечные кредиты,Москва,2014-12-15,15918
Количество заявок на ипотечные кредиты,Москва,2015-01-15,3196
Количество заявок на ипотечные кредиты,Москва,2015-02-15,3939
Количество заявок на ипотечные кредиты,Москва,2015-03-15,5302
Количество заявок на ипотечные кредиты,Москва,2015-04-15,7129
Количество заявок на ипотечные кредиты,Москва,2015-05-15,5153
Количество заявок на ипотечные кредиты,Москва,2015-06-15,6299
Количество заявок на ипотечные кредиты,Москва,2015-07-15,6531
Количество заявок на ипотечные кредиты,Москва,2015-08-15,6682
Количество заявок на ипотечные кредиты,Москва,2015-09-15,6791
Количество заявок на ипотечные кредиты,Москва,2015-10-15,6509
Количество заявок на ипотечные кредиты,Москва,2015-11-15,5963
Количество заявок на ипотечные кредиты,Москва,2015-12-15,6802
Количество заявок на ипотечные кредиты,Москва,2016-01-15,5646
Количество заявок на ипотечные кредиты,Москва,2016-02-15,8556
Количество заявок на ипотечные кредиты,Москва,2016-03-15,6870
Количество заявок на ипотечные кредиты,Москва,2016-04-15,6117
Количество заявок на ипотечные кредиты,Москва,2016-05-15,4896
Количество заявок на ипотечные кредиты,Москва,2016-06-15,5587
Количество заявок на ипотечные кредиты,Москва,2016-07-15,5471
Количество заявок на ипотечные кредиты,Москва,2016-08-15,6493
Количество заявок на ипотечные кредиты,Москва,2016-09-15,6050
Количество заявок на ипотечные кредиты,Москва,2016-10-15,6454
Количество заявок на ипотечные кредиты,Москва,2016-11-15,6615
Количество заявок на ипотечные кредиты,Москва,2016-12-15,7103
Количество заявок на ипотечные кредиты,Москва,2017-01-15,5802
Количество заявок на ипотечные кредиты,Москва,2017-02-15,6168
Количество заявок на ипотечные кредиты,Москва,2017-03-15,9009
Количество заявок на ипотечные кредиты,Москва,2017-04-15,6951
